name,year,average_rating,users_rated
Raid on Taihoku,2017,6.80143,105
Dragon Teeth Washer,2012,5.92583,103
MoonQuake Escape,2016,6.66857,105
Shadow of the Elder Gods,2015,5.52282,103
Blackrock City,2012,5.4601,104
Blurble,2013,6.33657,102
Second Chance,2019,6.77005,192
BANG!: Halo,2014,6.02282,103
Stinky Business,2015,6.26774,104
Cat Town,2016,6.05294,102
GemPacked Cards,2015,6.63689,103
Konito?,2012,5.64069,102
Nimble,2018,5.83817,103
Atlandice,2018,5.6,110
Doggy Bag,2017,5.95786,103
Constellations,2017,7.15248,105
Lindisfarne,2018,7.04481,108
Mafia,2012,6.27282,103
Lost Legacy: Binbo Tantei to Inbo no Shiro,2014,7.21657,102
Boss Monster: Rise of the Minibosses,2018,7.34386,114
KINMO,2015,7.62176,102
Approaching Dawn: The Witching Hour,2017,7.62857,105
Tembo,2017,6.07476,103
Slaughterball,2016,7.98762,101
Teen Titans GO! Deck-Building Game,2017,7.31098,102
Tallinn,2016,5.97176,102
Beer Empire,2016,6.46029,102
Barragoon,2014,7.28915,106
Ultimate Werewolf Legacy,2018,7.33014,107
Omen: Edge of the Aegean,2016,7.54417,103
Flanx,2017,6.81716,102
Air Show,2011,6.58762,101
Booty,2015,6.927,100
"Supply Lines of the American Revolution: The Northern Theater, 1775-1777",2017,7.65291,103
Futterneid,2013,5.75147,102
Stuffed,2018,7.03286,105
Desert Island,2015,6.2233,100
Das VermÃ¤chtnis des Maharaja,2017,6.66832,101
Big Monster,2018,7.63402,107
111: Alarm dla Warszawy,2013,6.4,101
Strife: Shadows & Steam,2016,6.65743,101
Â¡AdiÃ³s Calavera!,2017,7.10113,103
Home Sweet Home,2011,6.159,100
GYÃœMI,2014,6.56535,101
PRRRT...,2011,5.64564,101
Lion Rampant,2014,7.933,100
"Nightfighter Ace: Air Defense Over Germany, 1943-44",2018,8.307,100
Speakeasy,2014,6.3396,101
Telepathy: Magic Minds,2016,6.8775,100
Mini Cywilizacja,2015,6.30891,101
Exit: The Game â€“ The Catacombs of Horror,2018,7.72899,119
Twilight of the Gods,2017,7.42208,101
"No Thank You, Evil!",2016,7.88627,102
Connections,2012,6.32716,102
15,2011,5.86,100
A.D.A.P.T.,2016,5.85888,100
Munchkin Shakespeare,2017,7.11971,104
The Cat Game,2017,5.72521,103
Schmovie,2013,6.0861,100
Fruit Ninja Card Game,2011,5.39205,99
Nitro Dice,2011,5.50455,99
Commissioner Victor: The lost painting case,2016,6.32172,99
Arena: The Contest,2019,9.41089,101
Carcassonne fÃ¼r 2,2017,7.18208,106
Angry Dice,2014,5.43283,99
The Siblings Trouble,2015,7.23929,99
28-Aug,2015,5.37283,99
Feuville,2017,6.17672,100
Flashlights & Fireflies,2015,6.12727,99
Apocalypse au Zoo de Carson City,2017,6.2101,102
Tricks & Treats,2012,6.16374,99
Steal This Game,2016,5.81267,101
Battle of Britain,2017,7.49109,101
Maha Yodha,2014,6.31819,100
The Valkyrie Incident,2013,6.61364,99
HUNGER: The Show,2017,5.3349,98
ROFL!,2013,6.40153,98
Undermine,2017,5.97806,98
Perspective,2016,6.03909,99
Alchemy!,2014,5.75613,99
Dorasure,2014,6.50622,98
Gang Up!,2015,5.89847,98
Gamedec,2013,6.68081,99
Sator Arepo Tenet Opera Rotas: Malleus Maleficarum,2015,7.15862,99
District-Z,2014,6.11919,99
FitzIt,2012,5.82772,101
Taste of Poland,2015,5.57144,98
Million Club,2016,6.00444,99
Day of Days: The Invasion of Normandy 1944,2015,7.60149,101
Evil Intent,2014,5.76888,98
Phantom,2012,6.3899,99
Wizard: JubilÃ¤umsedition,2016,7.62189,101
Saint Seiya: Deckbuilding,2018,7.38846,104
Rory's Story Cubes: Fright,2015,6.90102,98
Really Bad Art,2016,7.0782,100
War of the Worlds: The New Wave,2019,7.79921,101
Vortex,2016,7.12495,99
Pecunia non olet (second edition),2016,6.69109,101
Epic Death!,2014,5.55642,97
StoryLine: Fairy Tales,2016,6.12028,101
GobbleStones,2015,6.01174,99
Lucky's Misadventures,2018,7.45333,102
Maki Stack,2018,6.41076,105
Nightfall: Eastern Skies,2013,7.64844,96
World War Z: The Game,2013,4.55,97
Dwarf King's Hold: Dead Rising,2011,6.76804,97
Pirate 21,2017,6.49712,104
1750: Britain vs. France,2017,7.14847,98
Clusterf**k!,2013,4.9433,97
Zimby Mojo,2016,6.80333,99
First Contact,2018,7.41905,105
Hands,2015,6.4852,98
Snow Time,2018,6.2684,106
Coin & Crown,2018,6.79731,108
Chickwood Forest,2017,6.84897,97
Pints of Blood,2014,5.90227,97
Olympicards,2012,6.20619,97
HINT,2015,6.63724,98
"Tri-Pack: Battles of the American Revolution â€“ Guilford, Saratoga, Brandywine",2017,8.20938,100
Last Night on Earth: The Zombie Game â€“ 10 Year Anniversary Edition,2017,8.31902,102
Picassimo,2016,6.27394,99
Rolling Ranch,2019,6.83865,114
"Operation Battleaxe:  Wavell vs. Rommel, 1941",2013,7.25714,98
Rory's Story Cubes: Score,2014,6.62813,96
Pan tu nie staÅ‚! Demoludy,2015,5.35072,97
Ave Cesar,2013,6.65729,96
Clash of Giants: Civil War,2016,7.09802,101
Animals Frightening Night!,2013,6.28385,96
Deadball,2017,8.57165,97
Flee The Scene,2015,6.77344,96
Mad Science Foundation,2016,6.58144,97
Monopoly:  80th Anniversary Edition,2015,5.79904,97
Myth: Dark Frontier,2017,7.23825,97
Awful Fantasy: The Card Game,2017,5.53938,97
Kill Shakespeare,2014,5.83505,97
Deadfall,2016,6.56196,97
Dragon Valley,2014,5.42205,96
Mega Man Pixel Tactics: Proto Man Red,2017,7.46531,98
Switching Tracks,2015,6.52292,96
Start Player Express,2014,6.61289,97
Click & Crack,2013,6.05937,96
Manifest,2014,6.68646,96
Red Scare,2017,5.15316,98
Nika,2014,6.58814,97
Axis & Allies & Zombies,2018,6.93235,102
Orcs Must Die! The Board Game: Unchained Edition,2016,6.75505,97
Never Have I Ever: The Card Game of Poor Life Decisions,2014,5.17204,98
Rebel Nox,2018,6.49235,98
Drunk Stoned or Stupid: A Party Game,2015,4.55,102
Brix,2016,6.24104,96
Space Junk,2014,5.8354,95
"The Battle of Fontenoy: 11 May, 1745",2012,8.64,95
Mensch Ã¤rgere Dich nicht: Das Kartenspiel,2014,6.06,95
The Quiet Year,2013,7.79365,96
National Economy,2015,6.94375,96
Overbooked,2018,7.16947,131
Critical Mass: Raijin vs Archon,2018,7.24175,103
DREIst!,2016,6.14062,96
City of Zombies,2013,6.80442,95
ChimÃ¨re,2016,5.63838,99
"The Walking Dead ""Don\'t Look Back"" Dice Game",2014,5.14635,96
NapolÃ©on 1806,2017,8.381,100
Ring-A-Ding-Ding,2011,5.73562,96
Lumis: Der Pfad des Feuers,2015,6.38594,96
RevoltaaA,2015,5.74687,96
Kamisado Max,2014,7.38054,97
Monopoly: Ultimate Banking,2016,5.91586,99
Xtronaut: The Game of Solar System Exploration,2016,6.31823,96
Familiar's Trouble,2014,6.83571,98
Inception,2011,6.61579,95
Scuba,2016,5.74158,95
Sine Tempore,2018,9.27211,95
Grand Slam,2014,6.30789,95
MistkÃ¤fer,2017,6.37421,95
Koboldbande,2014,6.32716,95
Sweet Nose,2016,6.61064,94
Battle of LITS,2011,6.35,95
Mini DiverCity,2018,6.72371,97
London Markets,2016,6.12118,93
Santa's Bag,2014,6.14774,93
Swing States 2012,2012,6.98191,94
Lincoln's War,2013,6.51543,94
Nyctophobia: Vampire Encounter,2018,6.30954,109
Planet of the Apes,2017,7.34589,95
Emojito!,2016,5.99255,94
Bemused,2017,7.12375,96
Vikingdoms,2016,7.03969,97
SchÃ¼ttel's,2017,6.06907,97
Corrupted Kingdoms,2016,5.67735,95
Galapagos,2013,5.34226,93
Tribes: Dawn of Humanity,2018,6.7901,101
Haze Islands,2016,7.39947,94
Normandy: The Beginning of the End,2018,8.47158,95
Under My Bed,2016,6.09409,93
Magic: The Gathering â€“ Explorers of Ixalan,2017,7.31842,95
Titans of Industry,2013,6.53925,93
Gloom in Space,2017,6.86474,95
Road Rally USA,2013,6.00538,93
Fusion,2011,6.02043,93
Zombies!!! The Card Game,2012,5.13624,93
Forbidden City,2018,6.304,100
Bigfoot,2014,5.65753,93
Assembly,2016,7.37212,99
Shogunate,2016,6.49602,95
Dice Age: The Hunt,2017,6.81316,95
NecronomiCards,2016,6.96667,96
Clue: Game of Thrones,2016,6.36458,96
Oh no... INVASION!!!,2012,5.80753,93
Mafia Casino,2012,6.50669,93
Cunning Folk,2015,6.38387,93
Los Aprendices,2015,5.91474,95
Ohanami,2019,7.14505,130
Masquerade,2013,6.34674,92
Stratego Card Game,2012,5.79457,92
Fantastic Gymnastics,2016,5.54589,95
Castle: The Detective Card Game,2013,5.26981,92
Tau Ceti: Planetary Crisis,2017,5.86064,94
è€å¸«æ•¬æœ (Master of Respect),2016,7.30653,95
DÃ­as de Radio,2014,7.40452,93
Where in the World is Carmen Sandiego? Card Game,2017,5.59986,95
Wanted 7,2017,6.83753,93
Legends,2016,6.36885,94
Chocoly,2011,6.20798,94
High Heavens,2015,7.53602,93
Gang Rush Breakout,2017,6.50707,92
Bridges to Nowhere,2018,7.00122,98
The Game of Life Adventure Edition,2011,5.05435,92
Shark Mania,2014,5.64915,94
Baptism By Fire: The Battle of Kasserine,2017,8.36907,97
Blank,2017,6.46074,95
Cosmic Run: Regeneration,2018,7.4953,104
Bandits on Mars,2016,5.74457,92
Loup Garou,2015,7.07162,97
"Minuit, Meurtre en Mer",2017,7.19595,97
Keep Up The Fire!,2011,7.22391,92
The 7th Dwarf,2014,5.20652,92
Mucca Pazza,2013,5.44239,92
1857,2015,7.57021,94
Potato Pirates,2017,6.10573,96
Imperial Stars II,2014,7.29511,94
Black Market Warehouse,2014,5.38576,92
Backyard Builders Treehouse,2016,5.14979,95
The Hen Commandments,2015,6.01075,93
Privateer,2016,6.49355,93
Vivarium,2017,6.99121,91
The Front Nine,2014,7.07209,91
"The Last Success: Napoleon's March to Vienna, 1809",2011,7.6356,91
Ticked Off,2011,5.82868,91
What Price Glory?,2013,6.95714,91
Zombies vs Cheerleaders,2015,6.07978,92
Shadowstar Corsairs,2016,7.2,91
Mutabo,2017,7.73939,99
Warmachine Prime Mk III,2016,8.06223,94
The Contender: The Game of Presidential Debate,2015,6.33956,91
Amber Route,2014,5.64505,91
Sheep 'n' Sheep,2017,6.89398,93
Fantastic Factories,2019,7.74484,93
1914: Offensive Ã  outrance,2013,8.08043,92
Don't Tread On Me: The American Revolution Solitaire Board Game,2014,7.82418,91
Sicily II,2016,8.17849,93
Vampir Mau Mau,2014,5.92802,91
"Warhammer 40,000: Dark Imperium",2017,8.24021,96
Alien Menace,2011,6.56703,91
Xalapa,2014,6.72688,93
Irish Gauge,2014,7.3125,96
Festival of Thousand Cats,2016,6.75191,94
Rory's Story Cubes: Animalia,2015,6.73261,92
Werebeasts,2018,6.29681,94
Snow White and the Seven Dwarfs: A Gemstone Mining Game,2018,7.22327,101
Cha dango,2015,6.685,90
Iwo: Bloodbath in the Bonins 19 Feb â€“ 17 Mar 1945,2013,6.87363,91
Battlefold,2017,6.67446,92
Democracy: Majority Rules,2013,6.09389,90
Siege of the Citadel,2019,8.33125,96
Panzer Battles: 11th Panzer on the Chir River,2016,7.73352,91
Super Big Boggle,2012,7.14,90
Arquebus: Men of Iron Volume IV,2017,7.54604,96
Overturn: Rising Sands,2018,1.47126,87
Dynamite Nurse,2011,6.56542,93
"Congo Merc: The Congo, 1964",2012,6.31099,91
Choose One!,2013,5.97056,90
A Blood-Red Banner: The Alamo,2011,6.70275,91
Throne and the Grail,2016,7.39687,96
Riga,2017,6.36968,92
Tara Wolf in Valley of the Kings,2016,6.29504,94
In Security,2014,6.29722,90
Dragon Island,2017,6.325,90
UNO: With Customizable Wild Cards,2015,6.33237,93
Dust 1947,2016,7.34609,91
Coven,2015,5.93297,91
Justice League: Dawn of Heroes,2017,6.59745,94
Iron & Ale,2014,6.04783,92
ãµãã‚ã¨é‡‘è²¨ (Moneybags),2018,5.82979,94
Mystery! Motive for Murder,2015,5.40156,90
California Gold,2015,6.47124,89
Don Capollo,2013,6.89838,89
Lighthouse Run,2018,6.50521,96
Yay!,2012,6.15618,89
Mob Town,2013,6.59951,90
OMG,2015,5.59281,89
Kaijudo,2012,6.03371,89
Codex: Card-Time Strategy â€“ Starter Set,2016,7.02611,90
Mr House,2014,5.97667,90
Startup Fever,2012,5.45739,88
Casse-toi Pov'con!,2011,5.31011,89
UnNatural Selection,2013,5.31809,89
BlÃ¶de Kuh,2018,6.4795,100
The Cohort,2016,6.19308,91
Holdfast: Korea 1950-51,2015,6.78876,89
Assel Schlamassel,2014,5.65,92
Secret Weapons of the Third Reich,2014,6.96312,93
Rush Hour Shift,2015,5.87,90
YOU are the Maniac!,2012,5.75,91
Airship City,2018,7.25777,103
The Possession,2014,6.13722,90
Lost Cities: To Go,2018,6.70211,95
Convert,2014,7.1009,89
â‚¬uro Crisis,2015,7.07652,89
Emporion,2016,7.19067,89
ELO Darkness,2018,8.01946,92
Expedition Luxor,2018,6.10972,89
Zombicide: Invader,2019,7.33533,92
Colorado Midland,2011,6.4382,89
Kingdom Run,2018,6.49451,91
Pocket Sub,2018,6.19716,88
OutLawed!,2017,6.81307,88
Doctor Who: Solitaire Story Game (Second edition),2017,8.85795,88
Rory's Story Cubes: Mythic,2015,6.92614,88
The Game of Life (2013- Editions),2013,4.76716,91
Rally Up!,2015,5.59551,89
Sword & Sorcery: Ancient Chronicles,2019,9.2191,89
White Elephant,2011,5.33239,88
Villainous Vikings (Second Edition),2014,6.82867,90
Dragon's Ransom,2015,6.18239,88
Fandooble,2011,6.07955,88
Fantastiqa Rival Realms,2018,7.1967,90
"Cthulhu!!!: Hastur La Vista, Baby!",2014,5.61364,88
Tyler Sigman's Crows,2018,7.687,90
Robots on the Line,2015,6.48764,89
TOKYO JIDOHANBAIKI,2018,5.85652,92
Mieses Karma,2011,5.98239,88
The Princess Bride: Prepare to Die,2013,3.44875,88
Age of Reason,2011,7.0942,88
Hold the Line:  Frederick's War,2013,7.68652,89
Waterloo 200,2015,8.0267,88
Cosmic Kaboom,2016,6.53483,89
Flash!,2013,5.55795,88
Unlock! Heroic Adventures,2018,8.18472,127
TrÃ´l,2017,6.94629,89
Flotsam Fight,2018,6.809,97
Strike A Pose,2014,6.47386,88
Castle Assault,2015,6.5292,87
Spooky Castle,2016,5.40467,89
Itchy Monkey,2018,7.11297,91
Shikoku,2018,6.67864,92
Mine Shift,2011,5.91149,87
Archaeologia,2014,6.83523,88
Dolmen,2015,7.02299,87
Tears of a Goddess,2015,6.77867,90
Brothers,2018,6.51249,95
Hypergrid,2017,7.97802,91
I Am Vlad: Prince of Wallachia,2012,4.7064,86
Squirrel Rush,2016,6.4,89
Nowhere to Go,2012,5.80632,87
Oni,2014,6.57816,87
Storm Over Normandy,2015,7.2546,87
Flea Market,2015,5.54138,87
Nightmare Forest: Dead Run,2016,6.76629,89
Manno Monster,2013,6.4625,88
Theomachy: The Warrior Gods,2016,6.74767,86
Telestrations: 6 Player Family Pack,2014,7.36129,93
FUBA,2013,7.4392,88
SÅ‚owoStwory,2012,6.09419,86
Rabbit Rally,2016,6.35068,88
Sans AlliÃ©s,2016,7.04424,85
Roar: King of the Pride,2018,6.3314,86
Temporal Odyssey,2018,6.89924,86
MOD X,2012,7.15931,86
J'Accuse!,2016,5.73826,86
Dead Fellas,2011,5.87209,86
Banana Balance,2011,4.65581,86
Lab Wars,2016,5.98876,89
4 en Letras,2014,6.15988,85
MERCS: Conflict,2014,6.06047,86
Zombie Town,2011,6.15517,87
Super Fantasy: Night of the Badly Dead,2014,7.00425,87
Stratopolis,2012,6.70977,87
Ortus,2013,6.54713,87
Riftwalker: A Storm Hollow Card Game,2016,6.63233,86
Orc-lympics,2018,6.69353,85
Surprise Slides Game,2013,3.99056,89
Barking Up The Wrong Tree,2015,5.72931,87
Airlines,2016,4.48372,86
BumÃºntÃº,2019,7.13229,96
Metal Mania,2017,5.86046,87
QANGO,2016,5.86444,90
DogFight WW1,2013,3.53485,86
DC Spyfall,2018,7.05239,92
Nonaga,2017,7.06023,88
Batman Miniature Game,2012,8.00275,91
Kleine Fotosafari,2012,5.75698,86
Great Scott!,2016,6.77865,89
Solar City,2019,7.09709,86
Random Encounters,2015,7.02955,88
Champions 2020,2011,7.04535,86
Hemloch: Midnight Edition,2015,7.02353,85
Teenage Mutant Ninja Turtles Dice Masters: Heroes in a Half Shell,2017,7.45316,89
Robin Wood,2018,7.17548,93
Cult: Choose Your God Wisely,2018,7.27341,91
Mixtape Massacre,2016,7.40233,86
Warstones,2017,7.46977,86
DrachenSchatten,2012,5.60953,85
Movable Type,2016,7.15345,87
Pile-Up Rush,2017,6.49023,87
Single Card Game,2016,3.80588,85
Piranhas,2012,5.7619,84
The Lion Guard: Protect the Pride Lands,2016,7.04598,87
Theomachy: The Ancients,2016,6.68452,84
Monster Mansion,2013,5.9374,85
Mission to Mars 2049,2016,5.99966,87
CONEX,2017,5.82231,88
Conflicting Legends,2016,6.23068,88
Spring Fever,2011,5.82647,85
Crisis: Tokyo,2013,5.32059,85
City Blocks,2013,5.36765,85
Level 8: Das Kartenspiel,2016,5.17326,86
The Witches of Blackmore,2012,4.90071,84
Visby,2015,6.61105,86
The Best of TV and Movies,2012,5.57318,85
City of the Big Shoulders,2019,8.23021,95
Time's Up! Kids,2015,7.154,85
Martial Art,2016,7.45977,87
Heropath: Dragon Roar,2018,8.52644,87
RUMBLESLAM,2016,8.30643,86
Star Trek: The Next Generation Fluxx,2018,6.92901,91
Top-A-Top,2011,5.81412,85
Battle Hymn Vol. 1: Gettysburg and Pea Ridge,2018,8.07864,86
Bitcoin Hackers,2018,6.78897,87
Cover Me,2017,6.48488,86
Fast Flip,2016,6.05,84
Dead Man's Hand,2013,7.93735,83
Judge Dredd: The Cursed Earth,2019,6.82396,109
Last Letter,2014,5.49651,86
Ha! Ha! Moustache,2012,4.85671,84
Word Whimsy,2013,6.90929,84
Solomon Kane,2020,8.33333,84
Speed Colors,2017,6.34437,84
Mega Man Pixel Tactics: Bass Orange Edition,2017,7.49529,85
Gads Hill 1874,2016,6.74294,85
Victoria Cross II,2011,7.4058,83
Blood Red Skies,2017,7.75224,85
"Last Battle: Ie Shima, 1945",2015,7.48988,84
Reglamentacja: Gra na Kartki,2014,6.49176,85
Aurimentic,2016,6.25357,84
Scavengers,2011,6.16429,84
Black DOG,2016,6.09192,92
Shinobi,2015,5.77477,88
Malacca,2013,6.26294,85
Schau mal! Was ist anders?,2012,6.09882,85
The Captain Is Dead: Lockdown,2017,6.92517,89
Munchkin Christmas Lite,2015,6.79828,87
The Game of Nasty Things...,2015,5.95421,84
Rangers of Shadow Deep,2018,8.94565,92
Eternal Dynasty,2015,6.93631,84
Who's the Dude?,2017,5.68048,84
Moonbase Alpha,2012,6.88393,84
Skittykitts,2012,6.1911,82
Night Clan,2014,6.49128,86
C.O.G.,2017,6.90733,86
Hunting Party,2011,5.69831,83
Little Big Fish,2017,7.20238,84
Oss,2013,5.74489,84
Kerosene,2016,8.34639,83
Heroes and Tricks,2017,5.67493,83
Ruckus: The Goblin Army Game,2014,6.20427,82
Liberatores: The Conspiracy to Liberate Rome,2017,6.51517,89
Risk: Mass Effect Galaxy at War Edition,2013,6.81807,83
BarBEARian Battlegrounds,2018,6.58989,89
Stories!,2013,6.59655,84
Logo Party,2013,5.18118,85
Colossal Cave: The Board Game,2013,5.02229,83
Medieval,2018,6.8,87
CLUE: Firefly Edition,2014,6.50118,85
Boudicca: The Warrior Queen,2012,7.19699,83
La Famiglia,2017,6.01928,83
Panic Island!,2017,6.76181,83
Chronicler,2015,5.86289,83
Got 'Em!,2012,6.24643,84
Game of Thrones: The Trivia Game,2016,6.14277,83
Tricky Bid,2011,6.24398,83
Ferox,2015,7.68702,84
Et Toque!,2011,6.87855,83
Jagdfieber,2011,5.85904,83
Napoleon's Last Gamble,2016,8.38471,85
Somme 1918,2012,7.94819,83
Trellis,2018,6.34651,86
Windup War,2017,6.8253,83
Festo!,2018,6.84178,90
Moustache Smash,2014,5.51707,82
WÅ‚adca Areny,2012,6.83293,82
RÃ©gents,2011,6.40549,82
Kreuzwort,2013,6.57626,83
Zombie Dawn,2017,7.58738,84
Gruff: Clash of the Battle Goats,2017,7.4253,83
Warriors of Japan,2016,6.86366,82
Taggle,2011,5.59639,83
Ace of Spies,2012,5.60366,82
The Lost Dutchman,2013,5.70183,82
TAGIRON,2017,7.18412,85
Crisis at Steamfall,2019,6.83614,88
Blend Coffee Lab.,2017,6.6031,88
Dragon Whisperer,2013,5.8561,82
Der unendliche Fluss,2014,5.93333,84
NFL Rush Zone,2013,5.2069,83
Dirigible Disaster,2013,7.17171,82
Munchkin Grimm Tidings,2016,6.907,84
Gondola,2017,6.00854,82
Assassin's Creed: Brotherhood of Venice,2020,8.73855,83
Thumbs Up!,2015,5.62805,82
Hat-Trick,2014,7.125,82
Battlestar Galactica: Starship Battles â€“ Starter Set,2018,8.25843,89
Game of Crowns,2015,4.78079,82
Livestock Uprising,2014,6.60488,82
Victus: Barcelona 1714,2015,7.51122,82
Canopy Walk,2014,5.65301,83
Burdigala,2011,5.97878,82
Alan's Adventureland,2016,5.77778,81
Urban Operations,2017,7.37805,82
Perplexus Rookie,2011,7.06173,81
Space Invaders Dice!,2017,5.66548,84
Kings Under Mountains,2013,5.71341,82
Tajemnicze podziemia,2016,6.62805,82
Family Flutter-By,2016,5.92341,82
On The Cards,2011,6.56667,81
Black Stories: Mittelalter Edition,2012,5.87492,82
Pigment,2017,6.28272,81
The Ninth World: A Skillbuilding Game for Numenera,2018,6.44329,82
Village of Legends,2017,7.10474,95
Safe Breaker,2014,6.07654,81
Sopio,2011,5.47346,81
Jazz: The Singing Card Game,2013,6.1689,82
Chickapig,2016,6.58379,87
Naruto Shippuden: The Board Game,2016,6.5,81
Card Rogue,2016,5.62768,82
Deck of Thieves,2013,5.945,80
Matterhorn,2017,6.52771,83
Mafia: Vendetta,2012,6.18025,81
Central Market,2012,5.98716,81
