Game,Country,Number of Users,Average Rating
Pirate's Cove,Japan,1,4.00
Pirate's Cove,Lithuania,1,7.00
Pirate's Cove,Malaysia,3,8.23
Pirate's Cove,Mexico,1,8.00
Pirate's Cove,Netherlands,13,6.81
Pirate's Cove,New Zealand,12,6.93
Pirate's Cove,Norway,5,7.20
Pirate's Cove,Philippines,1,8.00
Pirate's Cove,Poland,13,6.59
Pirate's Cove,Portugal,4,5.63
Pirate's Cove,Romania,1,9.00
Pirate's Cove,Russia,1,8.00
Pirate's Cove,Scotland,1,7.00
Pirate's Cove,Singapore,4,7.06
Pirate's Cove,Slovakia,1,7.00
Pirate's Cove,South Africa,4,6.00
Pirate's Cove,South Korea,6,6.67
Pirate's Cove,Spain,23,7.22
Pirate's Cove,Sweden,22,6.76
Pirate's Cove,Switzerland,3,7.67
Pirate's Cove,Taiwan,1,5.00
Pirate's Cove,Thailand,3,8.17
Pirate's Cove,United Kingdom,48,7.11
Pirate's Cove,USA,586,6.83
Pirate's Cove,Wales,1,8.00
Power Grid,American Samoa,1,9.00
Power Grid,Andorra,1,9.00
Power Grid,Argentina,17,8.56
Power Grid,Australia,100,8.11
Power Grid,Austria,11,8.82
Power Grid,Azerbaijan,1,9.00
Power Grid,Belarus,2,9.00
Power Grid,Belgium,57,8.59
Power Grid,Bolivia,1,10.00
Power Grid,Brazil,88,8.78
Power Grid,Bulgaria,1,8.00
Power Grid,Canada,366,8.16
Power Grid,Chile,22,8.86
Power Grid,China,36,8.32
Power Grid,Colombia,6,7.97
Power Grid,Croatia,6,7.83
Power Grid,Czech Republic,17,8.24
Power Grid,Denmark,24,8.47
Power Grid,Ecuador,1,7.00
Power Grid,England,16,8.48
Power Grid,Estonia,11,8.33
Power Grid,Finland,43,8.58
Power Grid,France,27,8.71
Power Grid,Germany,183,8.44
Power Grid,Greece,42,8.40
Power Grid,Guatemala,1,9.50
Power Grid,Hong Kong,16,8.38
Power Grid,Hungary,15,8.57
Power Grid,Iceland,3,8.33
Power Grid,India,6,9.08
Power Grid,Indonesia,4,8.48
Power Grid,Ireland,13,7.77
Power Grid,Isle of Man,1,9.00
Power Grid,Israel,16,8.05
Power Grid,Italy,75,8.18
Power Grid,Japan,31,7.45
Power Grid,Latvia,6,7.50
Power Grid,Lebanon,1,8.00
Power Grid,Lithuania,16,8.41
Power Grid,Luxembourg,3,8.90
Power Grid,Macedonia,1,9.00
Power Grid,Malaysia,12,8.66
Power Grid,Malta,1,9.50
Power Grid,Mexico,18,8.63
Power Grid,Moldova,1,10.00
Power Grid,Mongolia,1,10.00
Power Grid,Netherlands,50,8.34
Power Grid,New Zealand,26,7.89
Power Grid,Norway,24,8.48
Power Grid,Panama,1,7.00
Power Grid,Peru,3,8.00
Power Grid,Philippines,8,8.06
Power Grid,Poland,126,8.34
Power Grid,Portugal,24,8.08
Power Grid,Qatar,1,8.20
Power Grid,Romania,21,8.30
Power Grid,Russia,21,8.06
Power Grid,Saudi Arabia,1,7.50
Power Grid,Scotland,5,7.90
Power Grid,Serbia,7,8.79
Power Grid,Singapore,12,8.12
Power Grid,Slovakia,4,8.50
Power Grid,Slovenia,5,8.52
Power Grid,South Africa,8,8.50
Power Grid,South Korea,34,8.61
Power Grid,Spain,179,8.38
Power Grid,Sri Lanka,1,9.00
Power Grid,Sweden,64,7.89
Power Grid,Switzerland,15,8.90
Power Grid,Taiwan,35,8.32
Power Grid,Thailand,15,8.23
Power Grid,Turkey,3,9.33
Power Grid,Ukraine,9,8.68
Power Grid,United Kingdom,208,8.21
Power Grid,USA,1993,8.24
Power Grid,Uruguay,1,6.00
Power Grid,Venezuela,2,9.50
Power Grid,Vietnam,3,8.58
Power Grid,Wales,4,8.50
Puerto Rico,American Samoa,1,9.50
Puerto Rico,Andorra,1,9.00
Puerto Rico,Argentina,19,8.64
Puerto Rico,Australia,119,8.38
Puerto Rico,Austria,18,9.45
Puerto Rico,Belarus,2,7.75
Puerto Rico,Belgium,69,8.95
Puerto Rico,Bolivia,1,9.00
Puerto Rico,Brazil,125,9.08
Puerto Rico,Brunei,1,7.00
Puerto Rico,Bulgaria,3,9.67
Puerto Rico,Canada,421,8.49
Puerto Rico,Chile,18,8.66
Puerto Rico,China,40,9.09
Puerto Rico,Colombia,9,8.44
Puerto Rico,Croatia,11,8.85
Puerto Rico,Czech Republic,25,8.87
Puerto Rico,Denmark,30,8.75
Puerto Rico,England,17,8.17
Puerto Rico,Estonia,8,7.95
Puerto Rico,Finland,63,8.71
Puerto Rico,France,43,8.93
Puerto Rico,Germany,218,9.01
Puerto Rico,Greece,60,8.77
Puerto Rico,Guatemala,1,10.00
Puerto Rico,Honduras,1,8.80
Puerto Rico,Hong Kong,20,8.66
Puerto Rico,Hungary,19,8.99
Puerto Rico,Iceland,2,8.00
Puerto Rico,India,5,8.30
Puerto Rico,Indonesia,6,8.67
Puerto Rico,Ireland,13,8.60
Puerto Rico,Isle of Man,2,8.75
Puerto Rico,Israel,22,8.95
Puerto Rico,Italy,109,8.92
Puerto Rico,Japan,40,8.10
Puerto Rico,Latvia,7,8.11
Puerto Rico,Lithuania,12,8.77
Puerto Rico,Luxembourg,3,9.00
Puerto Rico,Malaysia,14,8.79
Puerto Rico,Mexico,21,8.72
Puerto Rico,Moldova,1,10.00
Puerto Rico,Mongolia,1,9.00
Puerto Rico,Netherlands,82,8.59
Puerto Rico,New Zealand,42,8.74
Puerto Rico,Norway,31,8.70
Puerto Rico,Other-Middle East,1,9.00
Puerto Rico,Panama,1,9.00
Puerto Rico,Peru,5,8.00
Puerto Rico,Philippines,6,7.58
Puerto Rico,Poland,141,8.62
Puerto Rico,Portugal,30,8.50
Puerto Rico,Qatar,1,8.80
Puerto Rico,Romania,18,9.26
Puerto Rico,Russia,16,8.38
Puerto Rico,Saint Barth�lemy,1,10.00
Puerto Rico,Scotland,7,7.93
Puerto Rico,Serbia,12,8.17
Puerto Rico,Singapore,17,7.57
Puerto Rico,Slovakia,5,7.61
Puerto Rico,Slovenia,6,9.00
Puerto Rico,South Africa,9,8.91
Puerto Rico,South Korea,51,8.95
Puerto Rico,Spain,186,8.71
Puerto Rico,Sweden,97,8.37
Puerto Rico,Switzerland,16,8.78
Puerto Rico,Taiwan,40,8.70
Puerto Rico,Thailand,11,6.49
Puerto Rico,Turkey,1,9.50
Puerto Rico,Turks and Caicos Islands,1,4.00
Puerto Rico,Ukraine,9,7.44
Puerto Rico,United Kingdom,229,8.45
Puerto Rico,USA,2484,8.40
Puerto Rico,Venezuela,3,9.00
Puerto Rico,Vietnam,2,7.75
Puerto Rico,Wales,3,9.33
Qwirkle,Argentina,4,7.75
Qwirkle,Australia,34,7.31
Qwirkle,Austria,7,6.64
Qwirkle,Belarus,1,9.00
Qwirkle,Belgium,13,7.14
Qwirkle,Brazil,7,7.84
Qwirkle,Brunei,1,9.00
Qwirkle,Bulgaria,1,10.00
Qwirkle,Canada,76,7.11
Qwirkle,Chile,1,9.00
Qwirkle,China,3,6.50
Qwirkle,Colombia,1,10.00
Qwirkle,Croatia,2,7.40
Qwirkle,Denmark,5,5.20
Qwirkle,England,6,7.33
Qwirkle,Finland,8,7.23
Qwirkle,France,12,7.08
Qwirkle,Germany,91,6.92
Qwirkle,Greece,4,7.50
Qwirkle,Guatemala,1,8.00
Qwirkle,Hong Kong,4,7.50
Qwirkle,Hungary,12,7.78
Qwirkle,India,1,8.00
Qwirkle,Ireland,3,5.33
Qwirkle,Israel,2,5.50
Qwirkle,Italy,14,7.32
Qwirkle,Japan,16,6.06
Qwirkle,Luxembourg,1,9.00
Qwirkle,Mexico,5,8.41
Qwirkle,Netherlands,22,6.93
Qwirkle,New Zealand,9,7.03
Qwirkle,Norway,10,5.95
Qwirkle,Philippines,1,6.00
Qwirkle,Poland,19,7.58
Qwirkle,Portugal,4,7.75
Qwirkle,Romania,8,8.50
Qwirkle,Russia,1,10.00
Qwirkle,Saudi Arabia,1,9.00
Qwirkle,Scotland,1,8.00
Qwirkle,Singapore,2,7.50
Qwirkle,Slovenia,1,9.00
Qwirkle,South Africa,1,9.00
Qwirkle,South Korea,8,7.00
Qwirkle,Spain,19,7.14
Qwirkle,Sweden,6,5.83
Qwirkle,Switzerland,8,7.06
Qwirkle,Taiwan,10,7.08
Qwirkle,Thailand,2,8.15
Qwirkle,Ukraine,1,8.00
Qwirkle,United Kingdom,56,7.26
Qwirkle,USA,633,7.12
Qwirkle,Vietnam,1,7.00
Qwirkle,Wales,3,7.33
Ra,American Samoa,1,9.00
Ra,Argentina,6,7.42
Ra,Australia,51,7.71
Ra,Austria,11,8.00
Ra,Belgium,23,7.73
Ra,Brazil,27,8.06
Ra,Bulgaria,1,7.00
Ra,Canada,152,7.95
Ra,Chile,2,5.90
Ra,China,15,7.69
Ra,Colombia,1,9.00
Ra,Czech Republic,5,7.30
Ra,Denmark,7,7.57
Ra,England,9,7.13
Ra,Estonia,4,7.55
Ra,Finland,22,8.05
Ra,France,14,7.57
Ra,Germany,86,8.11
Ra,Greece,11,7.28
Ra,Hong Kong,7,8.51
Ra,Hungary,9,8.22
Ra,Iceland,1,7.50
Ra,India,2,8.50
Ra,Indonesia,2,5.50
Ra,Ireland,3,7.17
Ra,Isle of Man,2,8.25
Ra,Israel,7,6.43
Ra,Italy,32,8.06
Ra,Japan,37,7.49
Ra,Latvia,2,8.00
Ra,Lithuania,4,6.50
Ra,Malaysia,9,7.50
Ra,Mexico,1,8.10
Ra,Moldova,1,9.00
Ra,Netherlands,32,7.61
Ra,New Zealand,19,8.03
Ra,Norway,11,8.59
Ra,Philippines,1,10.00
Ra,Poland,22,7.09
Ra,Portugal,7,7.26
Ra,Romania,1,9.50
Ra,Russia,2,6.00
Ra,Saudi Arabia,1,8.00
Ra,Scotland,3,7.33
Ra,Serbia,1,7.00
Ra,Singapore,9,8.63
Ra,Slovakia,1,3.00
Ra,Slovenia,2,9.50
Ra,South Africa,3,8.00
Ra,South Korea,36,8.32
Ra,Spain,56,7.88
Ra,Sweden,20,7.90
Ra,Switzerland,7,8.64
Ra,Taiwan,21,8.19
Ra,Thailand,5,7.00
Ra,Ukraine,2,7.00
Ra,United Kingdom,98,7.86
Ra,USA,983,7.91
Ra,Uruguay,1,9.00
Ra,Venezuela,2,8.00
Ra,Wales,2,9.00
Race for the Galaxy,Argentina,6,7.78
Race for the Galaxy,Australia,63,8.08
Race for the Galaxy,Austria,10,8.65
Race for the Galaxy,Belarus,2,7.50
Race for the Galaxy,Belgium,22,8.21
Race for the Galaxy,Bolivia,2,9.25
Race for the Galaxy,Brazil,63,7.97
Race for the Galaxy,Bulgaria,3,9.00
Race for the Galaxy,Canada,219,8.02
Race for the Galaxy,Chile,5,7.96
Race for the Galaxy,China,31,8.25
Race for the Galaxy,Colombia,3,9.00
Race for the Galaxy,Croatia,3,7.63
Race for the Galaxy,Czech Republic,14,7.25
Race for the Galaxy,Denmark,17,7.39
Race for the Galaxy,England,8,8.64
Race for the Galaxy,Estonia,7,6.31
Race for the Galaxy,Finland,37,8.09
Race for the Galaxy,France,35,8.45
Race for the Galaxy,Germany,129,8.05
Race for the Galaxy,Greece,25,8.00
Race for the Galaxy,Guatemala,1,9.00
Race for the Galaxy,Hong Kong,11,8.09
Race for the Galaxy,Hungary,12,7.92
Race for the Galaxy,Iceland,2,8.75
Race for the Galaxy,India,2,7.50
Race for the Galaxy,Indonesia,5,8.16
Race for the Galaxy,Ireland,7,7.79
Race for the Galaxy,Israel,11,7.89
Race for the Galaxy,Italy,42,7.87
Race for the Galaxy,Japan,24,7.04
Race for the Galaxy,Latvia,4,7.05
Race for the Galaxy,Lithuania,10,8.20
Race for the Galaxy,Luxembourg,1,10.00
Race for the Galaxy,Malaysia,11,8.03
Race for the Galaxy,Mexico,5,6.88
Race for the Galaxy,Netherlands,29,8.28
Race for the Galaxy,New Zealand,21,7.97
Race for the Galaxy,Norway,15,7.33
Race for the Galaxy,Panama,1,8.50
Race for the Galaxy,Peru,1,9.00
Race for the Galaxy,Philippines,6,7.25
Race for the Galaxy,Poland,75,8.34
Race for the Galaxy,Portugal,11,8.22
Race for the Galaxy,Qatar,1,6.20
Race for the Galaxy,Romania,7,8.63
Race for the Galaxy,Russia,20,7.93
Race for the Galaxy,Scotland,3,5.33
Race for the Galaxy,Serbia,7,7.71
Race for the Galaxy,Singapore,6,8.17
Race for the Galaxy,Slovakia,1,8.50
Race for the Galaxy,Slovenia,2,9.00
Race for the Galaxy,South Africa,6,7.75
Race for the Galaxy,South Korea,27,7.29
Race for the Galaxy,Spain,92,8.33
Race for the Galaxy,Sweden,40,7.44
Race for the Galaxy,Switzerland,15,8.56
Race for the Galaxy,Taiwan,24,8.60
Race for the Galaxy,Thailand,5,8.20
Race for the Galaxy,Ukraine,7,8.79
Race for the Galaxy,United Kingdom,137,7.93
Race for the Galaxy,USA,1392,7.86
Race for the Galaxy,Uruguay,1,10.00
Race for the Galaxy,Venezuela,2,9.00
Race for the Galaxy,Vietnam,1,5.50
Race for the Galaxy,Wales,2,6.50
Railways of the World,Australia,24,7.97
Railways of the World,Austria,10,8.70
Railways of the World,Belarus,1,9.00
Railways of the World,Belgium,16,8.52
Railways of the World,Brazil,9,8.54
Railways of the World,Brunei,1,8.00
Railways of the World,Canada,81,7.96
Railways of the World,Chile,2,8.25
Railways of the World,Croatia,1,9.00
Railways of the World,Czech Republic,4,6.75
Railways of the World,Denmark,11,8.36
Railways of the World,England,8,7.72
Railways of the World,Estonia,6,7.83
Railways of the World,Finland,18,7.74
Railways of the World,France,8,8.31
Railways of the World,Germany,68,7.91
Railways of the World,Greece,6,7.75
Railways of the World,Hong Kong,5,8.00
Railways of the World,Hungary,6,8.17
Railways of the World,India,2,9.50
Railways of the World,Indonesia,1,8.50
Railways of the World,Ireland,2,8.00
Railways of the World,Isle of Man,1,10.00
Railways of the World,Israel,2,10.00
Railways of the World,Italy,21,7.64
Railways of the World,Japan,6,4.50
Railways of the World,Latvia,3,8.57
Railways of the World,Lithuania,6,8.50
Railways of the World,Malaysia,7,8.36
Railways of the World,Mexico,2,9.60
Railways of the World,Netherlands,14,8.07
Railways of the World,New Zealand,12,7.96
Railways of the World,Norway,11,8.27
Railways of the World,Philippines,1,6.00
Railways of the World,Poland,18,8.11
Railways of the World,Portugal,5,7.50
Railways of the World,Romania,1,8.00
Railways of the World,Russia,2,7.50
Railways of the World,Scotland,2,9.00
Railways of the World,Singapore,6,7.40
Railways of the World,Slovakia,1,1.00
Railways of the World,Slovenia,1,9.00
Railways of the World,South Korea,1,7.00
Railways of the World,Spain,37,7.87
Railways of the World,Sweden,17,7.93
Railways of the World,Switzerland,7,8.94
Railways of the World,Taiwan,5,7.96
Railways of the World,Thailand,2,7.50
Railways of the World,Ukraine,1,6.00
Railways of the World,United Kingdom,53,7.99
Railways of the World,USA,510,7.96
Railways of the World,Uruguay,1,9.00
Railways of the World,Wales,2,6.00
Risk,Argentina,3,5.00
Risk,Australia,71,5.94
Risk,Austria,11,5.50
Risk,Bahamas,1,8.00
Risk,Belgium,37,5.96
Risk,Bolivia,1,7.00
Risk,Brazil,18,5.43
Risk,Bulgaria,3,8.33
Risk,Canada,277,6.29
Risk,Chile,12,6.54
Risk,China,4,5.25
Risk,Colombia,8,7.61
Risk,Costa Rica,1,6.00
Risk,Croatia,9,5.80
Risk,Czech Republic,2,5.50
Risk,Denmark,25,5.74
Risk,England,9,6.69
Risk,Estonia,4,5.88
Risk,Fiji,1,6.00
Risk,Finland,30,5.73
Risk,France,20,6.31
Risk,Germany,117,6.00
Risk,Greece,29,6.77
Risk,Guam,1,7.00
Risk,Guatemala,1,7.00
Risk,Hong Kong,6,4.97
Risk,Hungary,22,6.24
Risk,Iceland,1,8.00
Risk,India,2,5.50
Risk,Indonesia,1,8.00
Risk,Ireland,6,5.67
Risk,Isle of Man,2,6.00
Risk,Israel,6,5.75
Risk,Italy,50,6.64
Risk,Japan,6,5.50
Risk,Latvia,5,5.70
Risk,Lithuania,9,5.61
Risk,Macedonia,1,6.00
Risk,Malaysia,6,5.33
Risk,Mexico,21,7.09
Risk,Moldova,1,9.00
Risk,Netherlands,64,6.16
Risk,New Zealand,17,5.45
Risk,Norway,25,6.08
Risk,Paraguay,1,7.00
Risk,Peru,3,6.67
Risk,Philippines,4,4.50
Risk,Poland,26,5.46
Risk,Portugal,26,6.54
Risk,Qatar,2,6.70
Risk,Romania,8,7.15
Risk,Russia,5,5.05
Risk,Saudi Arabia,1,5.00
Risk,Scotland,3,3.67
Risk,Serbia,5,6.00
Risk,Singapore,6,4.17
Risk,Slovenia,6,6.25
Risk,South Africa,5,5.80
Risk,South Korea,4,6.75
Risk,Spain,109,6.65
Risk,Sweden,51,6.08
Risk,Switzerland,10,6.45
Risk,Taiwan,1,8.50
Risk,Thailand,1,8.00
Risk,Turkey,2,8.50
Risk,United Kingdom,144,6.13
Risk,USA,1476,6.14
Risk,Venezuela,1,10.00
Robinson Crusoe: Adventures on the Cursed Island,Andorra,1,9.00
Robinson Crusoe: Adventures on the Cursed Island,Argentina,7,7.77
Robinson Crusoe: Adventures on the Cursed Island,Australia,26,7.63
Robinson Crusoe: Adventures on the Cursed Island,Austria,10,8.32
Robinson Crusoe: Adventures on the Cursed Island,Belarus,1,8.50
Robinson Crusoe: Adventures on the Cursed Island,Belgium,11,8.27
Robinson Crusoe: Adventures on the Cursed Island,Bolivia,1,9.00
Robinson Crusoe: Adventures on the Cursed Island,Brazil,31,8.64
Robinson Crusoe: Adventures on the Cursed Island,Bulgaria,3,9.33
Robinson Crusoe: Adventures on the Cursed Island,Canada,80,8.22
Robinson Crusoe: Adventures on the Cursed Island,Chile,1,10.00
Robinson Crusoe: Adventures on the Cursed Island,China,7,7.74
Robinson Crusoe: Adventures on the Cursed Island,Colombia,3,8.33
Robinson Crusoe: Adventures on the Cursed Island,Croatia,1,9.00
Robinson Crusoe: Adventures on the Cursed Island,Czech Republic,4,5.25
Robinson Crusoe: Adventures on the Cursed Island,Denmark,6,8.50
Robinson Crusoe: Adventures on the Cursed Island,England,6,8.17
Robinson Crusoe: Adventures on the Cursed Island,Estonia,3,7.33
Robinson Crusoe: Adventures on the Cursed Island,Finland,9,7.90
Robinson Crusoe: Adventures on the Cursed Island,France,10,8.20
Robinson Crusoe: Adventures on the Cursed Island,Germany,92,8.30
Robinson Crusoe: Adventures on the Cursed Island,Greece,15,8.64
Robinson Crusoe: Adventures on the Cursed Island,Hong Kong,2,8.25
Robinson Crusoe: Adventures on the Cursed Island,Hungary,4,7.13
Robinson Crusoe: Adventures on the Cursed Island,India,1,8.50
Robinson Crusoe: Adventures on the Cursed Island,Ireland,5,9.00
Robinson Crusoe: Adventures on the Cursed Island,Isle of Man,1,10.00
Robinson Crusoe: Adventures on the Cursed Island,Israel,3,7.37
Robinson Crusoe: Adventures on the Cursed Island,Italy,19,6.85
Robinson Crusoe: Adventures on the Cursed Island,Japan,5,5.20
Robinson Crusoe: Adventures on the Cursed Island,Latvia,4,7.90
Robinson Crusoe: Adventures on the Cursed Island,Lithuania,6,8.33
Robinson Crusoe: Adventures on the Cursed Island,Malaysia,2,7.75
Robinson Crusoe: Adventures on the Cursed Island,Malta,1,10.00
Robinson Crusoe: Adventures on the Cursed Island,Mexico,1,10.00
Robinson Crusoe: Adventures on the Cursed Island,Moldova,1,9.00
Robinson Crusoe: Adventures on the Cursed Island,Netherlands,14,8.08
Robinson Crusoe: Adventures on the Cursed Island,New Zealand,7,7.07
Robinson Crusoe: Adventures on the Cursed Island,Norway,9,8.02
Robinson Crusoe: Adventures on the Cursed Island,Peru,1,9.00
Robinson Crusoe: Adventures on the Cursed Island,Philippines,5,7.70
Robinson Crusoe: Adventures on the Cursed Island,Poland,79,8.40
Robinson Crusoe: Adventures on the Cursed Island,Portugal,5,8.90
Robinson Crusoe: Adventures on the Cursed Island,Qatar,1,7.20
Robinson Crusoe: Adventures on the Cursed Island,Romania,6,9.42
Robinson Crusoe: Adventures on the Cursed Island,Russia,10,7.31
Robinson Crusoe: Adventures on the Cursed Island,Scotland,4,7.25
Robinson Crusoe: Adventures on the Cursed Island,Serbia,1,8.50
Robinson Crusoe: Adventures on the Cursed Island,Singapore,2,8.00
Robinson Crusoe: Adventures on the Cursed Island,Slovakia,1,10.00
Robinson Crusoe: Adventures on the Cursed Island,Slovenia,2,7.80
Robinson Crusoe: Adventures on the Cursed Island,South Africa,1,9.00
Robinson Crusoe: Adventures on the Cursed Island,South Korea,13,7.98
Robinson Crusoe: Adventures on the Cursed Island,Spain,56,7.92
Robinson Crusoe: Adventures on the Cursed Island,Sweden,14,7.70
Robinson Crusoe: Adventures on the Cursed Island,Switzerland,10,8.70
Robinson Crusoe: Adventures on the Cursed Island,Taiwan,7,8.26
Robinson Crusoe: Adventures on the Cursed Island,Thailand,3,8.50
Robinson Crusoe: Adventures on the Cursed Island,Ukraine,4,8.75
Robinson Crusoe: Adventures on the Cursed Island,United Kingdom,62,7.89
Robinson Crusoe: Adventures on the Cursed Island,USA,371,7.89
Robinson Crusoe: Adventures on the Cursed Island,Uruguay,1,9.50
Robinson Crusoe: Adventures on the Cursed Island,Venezuela,1,7.00
Robinson Crusoe: Adventures on the Cursed Island,Vietnam,2,8.00
Robinson Crusoe: Adventures on the Cursed Island,Wales,1,7.00
RoboRally,Argentina,3,6.67
RoboRally,Australia,58,7.22
RoboRally,Austria,11,7.27
RoboRally,Belarus,1,8.00
RoboRally,Belgium,28,7.34
RoboRally,Brazil,21,7.92
RoboRally,Bulgaria,1,9.00
RoboRally,Canada,158,7.31
RoboRally,Chile,3,8.13
RoboRally,China,2,7.35
RoboRally,Colombia,2,7.50
RoboRally,Croatia,4,7.53
RoboRally,Czech Republic,7,8.00
RoboRally,Denmark,20,7.01
RoboRally,England,10,7.75
RoboRally,Estonia,3,8.60
RoboRally,Finland,23,7.50
RoboRally,France,17,7.70
RoboRally,Germany,142,8.00
RoboRally,Greece,22,7.98
RoboRally,Hong Kong,5,7.92
RoboRally,Hungary,4,8.00
RoboRally,Iceland,1,10.00
RoboRally,Ireland,4,6.88
RoboRally,Isle of Man,2,7.50
RoboRally,Israel,5,6.80
RoboRally,Italy,36,7.44
RoboRally,Japan,10,5.53
RoboRally,Latvia,1,7.00
RoboRally,Lithuania,2,7.00
RoboRally,Luxembourg,3,8.67
RoboRally,Malaysia,5,7.62
RoboRally,Mexico,3,8.33
RoboRally,Netherlands,39,7.87
RoboRally,New Zealand,10,7.27
RoboRally,Norway,18,7.59
RoboRally,Philippines,2,6.50
RoboRally,Poland,15,7.43
RoboRally,Portugal,4,6.88
RoboRally,Romania,2,8.60
RoboRally,Russia,7,6.86
RoboRally,Saudi Arabia,1,10.00
RoboRally,Scotland,3,7.00
RoboRally,Serbia,3,7.67
RoboRally,Singapore,4,7.50
RoboRally,Slovenia,1,8.00
RoboRally,South Africa,3,5.83
RoboRally,South Korea,11,7.64
RoboRally,Spain,47,7.26
RoboRally,Sweden,77,7.78
RoboRally,Switzerland,11,7.86
RoboRally,Taiwan,5,6.88
RoboRally,Thailand,1,6.00
RoboRally,Turkey,1,9.00
RoboRally,Ukraine,6,7.00
RoboRally,United Kingdom,121,7.48
RoboRally,USA,1101,7.37
RoboRally,Venezuela,2,9.90
RoboRally,Wales,3,8.67
Roll Through the Ages: The Bronze Age,American Samoa,1,8.00
Roll Through the Ages: The Bronze Age,Argentina,1,8.00
Roll Through the Ages: The Bronze Age,Australia,24,7.03
Roll Through the Ages: The Bronze Age,Austria,6,6.65
Roll Through the Ages: The Bronze Age,Belgium,11,7.70
Roll Through the Ages: The Bronze Age,Brazil,10,6.89
Roll Through the Ages: The Bronze Age,Brunei,1,7.00
Roll Through the Ages: The Bronze Age,Bulgaria,1,8.00
Roll Through the Ages: The Bronze Age,Canada,79,7.11
Roll Through the Ages: The Bronze Age,Chile,2,7.25
Roll Through the Ages: The Bronze Age,China,6,7.03
Roll Through the Ages: The Bronze Age,Colombia,1,9.00
Roll Through the Ages: The Bronze Age,Czech Republic,5,6.90
Roll Through the Ages: The Bronze Age,Denmark,8,6.50
Roll Through the Ages: The Bronze Age,England,3,6.63
Roll Through the Ages: The Bronze Age,Estonia,3,6.33
Roll Through the Ages: The Bronze Age,Finland,8,6.51
Roll Through the Ages: The Bronze Age,France,15,7.68
Roll Through the Ages: The Bronze Age,Germany,81,7.40
Roll Through the Ages: The Bronze Age,Greece,7,8.27
Roll Through the Ages: The Bronze Age,Hong Kong,4,8.00
Roll Through the Ages: The Bronze Age,Hungary,2,6.50
Roll Through the Ages: The Bronze Age,Iceland,1,7.50
Roll Through the Ages: The Bronze Age,India,1,8.00
Roll Through the Ages: The Bronze Age,Indonesia,2,7.75
Roll Through the Ages: The Bronze Age,Ireland,3,7.83
Roll Through the Ages: The Bronze Age,Israel,2,7.40
Roll Through the Ages: The Bronze Age,Italy,13,6.77
Roll Through the Ages: The Bronze Age,Japan,11,6.08
Roll Through the Ages: The Bronze Age,Latvia,4,7.43
Roll Through the Ages: The Bronze Age,Lithuania,1,7.00
Roll Through the Ages: The Bronze Age,Luxembourg,1,6.00
Roll Through the Ages: The Bronze Age,Malaysia,1,8.00
Roll Through the Ages: The Bronze Age,Mexico,2,7.50
Roll Through the Ages: The Bronze Age,Netherlands,17,7.31
Roll Through the Ages: The Bronze Age,New Zealand,8,7.04
Roll Through the Ages: The Bronze Age,Norway,12,7.28
Roll Through the Ages: The Bronze Age,Philippines,1,6.00
Roll Through the Ages: The Bronze Age,Poland,19,6.72
Roll Through the Ages: The Bronze Age,Portugal,4,6.60
Roll Through the Ages: The Bronze Age,Romania,3,8.07
Roll Through the Ages: The Bronze Age,Russia,3,7.67
Roll Through the Ages: The Bronze Age,Serbia,1,7.00
Roll Through the Ages: The Bronze Age,Singapore,4,7.35
Roll Through the Ages: The Bronze Age,Slovakia,1,8.00
Roll Through the Ages: The Bronze Age,South Africa,1,7.00
Roll Through the Ages: The Bronze Age,South Korea,11,7.11
Roll Through the Ages: The Bronze Age,Spain,37,7.35
Roll Through the Ages: The Bronze Age,Sweden,12,7.27
Roll Through the Ages: The Bronze Age,Switzerland,3,7.67
Roll Through the Ages: The Bronze Age,Taiwan,8,7.15
Roll Through the Ages: The Bronze Age,Thailand,2,7.75
Roll Through the Ages: The Bronze Age,Turkey,1,7.00
Roll Through the Ages: The Bronze Age,United Kingdom,39,7.37
Roll Through the Ages: The Bronze Age,USA,500,7.18
Roll Through the Ages: The Bronze Age,Wales,1,7.00
Rummikub,Andorra,1,7.00
Rummikub,Argentina,1,6.00
Rummikub,Australia,29,5.85
Rummikub,Austria,9,6.56
Rummikub,Bahamas,1,6.00
Rummikub,Belgium,26,6.28
Rummikub,Brazil,22,7.81
Rummikub,Brunei,1,6.00
Rummikub,Bulgaria,1,6.00
